Track Name,Popularity,Danceability,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,intensity
Psycho (feat. Ty Dolla $ign),81,0.75,0.105,0.546,0.0,0.111,0.459,140.06,-4.53264
A Thousand Years,76,0.421,0.0267,0.309,0.000961,0.11,0.161,139.028,-3.030115
Fall For You,0,0.386,0.0332,0.166,0.0,0.0789,0.399,169.606,-3.1285800000000004
Come on over Baby (All I Want Is You) - Radio Version,0,0.825,0.102,0.216,2.43e-05,0.228,0.774,118.912,-2.931198
Kick,0,0.511,0.0482,0.00188,0.139,0.352,0.93,156.651,-4.398849
Never Tear Us Apart,59,0.664,0.0273,0.00309,0.000128,0.175,0.193,96.6,-4.6342799999999995
Rewrite The Stars,75,0.684,0.0386,0.0716,0.0,0.122,0.284,125.046,-4.336095
Slow Hands,57,0.735,0.0459,0.011,0.0,0.0553,0.851,85.899,-2.813796
Naughty - Radio Edit,13,0.717,0.0477,0.0843,0.0,0.345,0.815,127.934,-2.7031480000000006
Dirty Picture,24,0.717,0.0712,0.0172,0.0,0.114,0.5,119.97,-4.3223400000000005
State Of The Heart - Digitally Remastered,0,0.66,0.0305,0.0783,3.25e-06,0.174,0.392,92.177,-3.781568
Tip Of My Tongue,0,0.663,0.0332,0.0149,0.00993,0.0776,0.82,97.933,-6.195684
Waiting for Tonight,0,0.695,0.0418,0.00341,0.0727,0.103,0.84,125.013,-5.825925
Constantly (L'Edera) - 2007 Remaster,0,0.229,0.0294,0.428,0.0,0.416,0.476,167.693,-3.641661
You Get What You Give,79,0.621,0.0302,0.17,0.0,0.0875,0.744,113.967,-4.861796
Innocent - Remastered,10,0.348,0.0355,0.000662,0.0,0.142,0.256,161.679,-2.6988360000000005
"Sugar, We're Goin Down",82,0.494,0.0843,0.00579,0.0,0.122,0.574,162.011,-4.028128
Pumped Up,0,0.732,0.107,0.00719,1.49e-05,0.34,0.643,123.033,-4.714482
Jailhouse Rock,71,0.647,0.0755,0.41,1.93e-06,0.0715,0.915,167.396,-5.5511159999999995
You're Sixteen (Youâre Beautiful And Youâre Mine),54,0.665,0.0441,0.0381,1.84e-05,0.0637,0.856,124.265,-8.083908000000001
Pictures,51,0.788,0.0384,0.0539,0.0159,0.0762,0.935,121.982,-3.078352
Apologize,73,0.593,0.0339,0.363,2.22e-05,0.102,0.502,118.008,-4.5288
The Riddle,0,0.564,0.0281,0.195,0.000395,0.0943,0.941,101.842,-6.3309
Carry On,59,0.388,0.0735,0.118,0.000293,0.082,0.365,145.434,-4.003686
Janie's Got A Gun,0,0.631,0.0269,0.00786,0.0133,0.207,0.387,115.121,-5.149487
You Know You Like It,0,0.407,0.188,0.0141,2.46e-06,0.306,0.247,196.093,-3.87585
"Hopelessly Devoted To You - From ""Grease"" Original Motion Picture Soundtrack",0,0.276,0.0378,0.332,0.029,0.126,0.346,73.805,-4.511559999999999
Come Away With Me,76,0.436,0.0308,0.902,2.81e-06,0.126,0.146,76.64,-1.871211
Ice Ice Baby,65,0.98,0.058,0.027,1.68e-06,0.104,0.675,115.744,-8.578725
We R Who We R,0,0.739,0.0418,0.008,0.00504,0.164,0.713,119.982,-4.140716
"Walk, Don't Run",28,0.423,0.0319,0.202,0.0291,0.299,0.96,155.968,-6.35624
Ship of Fools,50,0.638,0.0308,0.082,0.000995,0.517,0.851,116.288,-4.229423
The Ballad of Bonnie & Clyde,18,0.683,0.116,0.796,2.33e-06,0.213,0.735,106.332,-4.830812
All You Wanted,64,0.499,0.0286,0.00466,0.00303,0.122,0.652,96.103,-6.552720000000001
If I Had a Hammer,43,0.471,0.0316,0.269,0.0,0.337,0.512,89.692,-3.598326
In Too Deep,0,0.566,0.0504,0.000192,0.0,0.0581,0.749,116.041,-4.913975
The Buzz,0,0.557,0.239,0.338,0.00502,0.288,0.46,141.082,-3.7654609999999997
Lullaby - Original Radio Edit,0,0.594,0.0535,0.0113,0.000117,0.235,0.653,79.963,-6.536646
To Whom It Concerns,39,0.696,0.0477,0.0896,0.165,0.185,0.84,109.32,-5.95746
Ti Amo,49,0.578,0.0297,0.425,0.0,0.141,0.638,184.358,-6.174543
Slide Away,58,0.53,0.0335,0.17,2.83e-06,0.248,0.288,148.051,-3.5895360000000003
Rain,25,0.495,0.0282,0.00477,1.42e-06,0.11,0.409,108.01,-3.74933
This Is Love,0,0.54,0.0445,0.0043,0.0,0.142,0.257,129.01,-2.748173
Twilight Time,10,0.324,0.035,0.385,0.0,0.204,0.403,96.338,-4.85615
Perfectly Lonely,60,0.678,0.024,0.00987,0.000274,0.0437,0.678,91.779,-4.512950000000001
Symphonies feat Kid Cudi,0,0.565,0.032,0.00811,2.23e-06,0.0868,0.68,86.995,-6.000947
Thunderstruck,87,0.502,0.0364,0.000147,0.0117,0.217,0.259,133.52,-4.60575
Arizona,42,0.479,0.0472,0.225,0.00038,0.143,0.756,81.18,-5.801118
Dreadlock Holiday,70,0.837,0.064,0.541,0.00789,0.198,0.892,104.995,-5.06958
Where Is The Love?,0,0.83,0.176,0.115,0.0,0.143,0.815,94.106,-2.8593279999999996
Every Breath You Take,0,0.825,0.0348,0.574,0.0034,0.0726,0.738,117.399,-4.426691
From Little Things Big Things Grow,16,0.714,0.0454,0.599,0.0,0.0876,0.522,104.234,-3.3895609999999996
One More Day (Stay with Me),40,0.719,0.0462,0.0868,0.0,0.108,0.51,119.934,-5.438937
Just What I Needed,78,0.619,0.0473,0.0152,6.4e-05,0.0858,0.69,127.224,-5.3887529999999995
Ready For Your Love,64,0.677,0.154,0.0531,0.0128,0.333,0.471,121.939,-5.299614
One Headlight,0,0.702,0.0277,0.000655,0.005,0.0618,0.752,107.531,-4.8337520000000005
It Ain't Over 'Til It's Over,53,0.663,0.0462,0.277,0.003,0.312,0.926,159.719,-4.36084
Sunshine Superman,61,0.629,0.0299,0.122,9.72e-06,0.0962,0.627,132.783,-4.900803000000001
Don't Worry,44,0.648,0.0348,0.879,0.000216,0.13,0.435,99.585,-2.7135900000000004
Eight Days A Week - Remastered 2009,68,0.652,0.038,0.412,0.0,0.119,0.744,138.134,-4.553813
Jungle Boogie,66,0.808,0.0868,0.115,0.000109,0.316,0.717,106.855,-7.4562
Ordinary World,77,0.472,0.0305,0.0131,1.12e-05,0.14,0.401,140.124,-6.631492
All of the Stars,68,0.436,0.0278,0.0102,0.000278,0.198,0.24,150.066,-3.431572
Anyone Who Had a Heart,48,0.505,0.0278,0.91,2.61e-06,0.0675,0.309,78.856,-1.0986264
Don't Fall In Love,39,0.645,0.0267,0.236,0.00243,0.103,0.589,90.246,-4.969944999999999
Whistle,60,0.754,0.0448,0.0199,0.0,0.297,0.75,103.992,-5.398338
Live In Life,50,0.695,0.0351,0.147,2.21e-06,0.152,0.563,104.015,-3.26843
Pick You Up,48,0.569,0.0271,0.000813,0.00281,0.29,0.44,109.477,-4.940444
Danny's Song,52,0.507,0.0324,0.806,0.0,0.102,0.601,141.261,-3.185622
I Don't Know Anybody Else,47,0.706,0.0576,0.0787,0.00795,0.0501,0.947,120.126,-6.21544
Need You Now,77,0.581,0.0318,0.0298,0.000186,0.243,0.316,107.884,-3.1784609999999995
Closer To The Edge,53,0.502,0.12,0.0101,4.49e-06,0.0809,0.102,139.979,-3.523716
From Yesterday,56,0.468,0.0692,0.00578,0.00625,0.035,0.13,135.062,-4.240716
Sign of the Times,87,0.516,0.0313,0.0275,0.0,0.109,0.222,119.972,-2.75485
Night,11,0.222,0.0326,0.851,0.00295,0.135,0.325,101.473,-3.704759
Drag Me Down,0,0.723,0.0378,0.0997,0.0,0.0528,0.606,138.098,-3.9645359999999994
Happiness,56,0.718,0.115,0.115,0.0,0.565,0.483,127.949,-5.407488000000001
Supreme,65,0.561,0.0587,0.00279,1.01e-06,0.328,0.756,96.225,-4.351935999999999
Look Alive (feat. Drake),11,0.922,0.27,0.00104,5.86e-05,0.105,0.595,140.022,-4.354595
Making Your Mind Up,56,0.64,0.0534,0.278,0.0,0.0459,0.971,173.565,-7.850442
Underneath It All,0,0.729,0.0684,0.232,1.57e-06,0.391,0.839,138.202,-3.524882
Congratulations,0,0.629,0.0357,0.199,0.0,0.317,0.466,123.087,-3.4812369999999997
Stickwitu - Avant Mix,0,0.652,0.0392,0.289,0.0,0.0843,0.484,80.113,-3.579499
NDA,0,0.686,0.102,0.33,0.562,0.114,0.608,170.181,-3.456147
Run To The Water,30,0.153,0.0531,0.0017,0.000682,0.11,0.285,180.262,-3.8372400000000004
Longview,69,0.381,0.0536,0.00834,0.0101,0.0854,0.814,142.504,-5.558808
I Wish It Would Rain Down - 2016 Remaster,68,0.51,0.0294,0.292,0.00683,0.313,0.356,125.887,-3.144905
Womanizer,80,0.724,0.0622,0.073,0.0,0.0889,0.235,139.0,-3.6320699999999997
Way out West,39,0.751,0.0274,0.241,0.00602,0.136,0.768,110.485,-6.082015
Chameleon,0,0.705,0.0415,0.00162,0.000142,0.335,0.228,119.982,-2.9886480000000004
Boys from the Bush - Remastered 2017,55,0.535,0.0365,0.335,4.94e-05,0.0762,0.806,176.629,-4.862088
Amigos Para Siempre - Friends for Life,44,0.51,0.0421,0.7,8.05e-06,0.163,0.361,110.23,-5.473698999999999
The Greatest Mistakes,14,0.632,0.0265,0.004,0.0,0.111,0.698,99.99,-2.280414
Say It Once - Single Edit,38,0.614,0.0487,0.115,0.0,0.389,0.865,89.974,-3.819564
Say You'll Be There,70,0.726,0.0473,0.0149,1.49e-06,0.0837,0.751,107.02,-4.222701000000001
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",65,0.893,0.0571,0.0642,0.0,0.0943,0.872,101.018,-2.313225
Jalebi Baby (Tesher x Jason Derulo),44,0.59,0.058,0.0334,0.0,0.273,0.866,186.1,-5.809169999999999
Paradise,88,0.449,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,-3.9551849999999997
Starships,64,0.747,0.0751,0.135,0.0,0.251,0.751,125.006,-1.7592119999999998
Hold On,72,0.679,0.0255,0.4,0.0,0.0497,0.546,97.8,-6.5023290000000005
Quarter To Three,0,0.479,0.205,0.924,0.0734,0.891,0.884,165.371,-7.768197
Redbone,0,0.746,0.0875,0.183,0.00367,0.121,0.598,160.036,-3.7822349999999996
No Love,16,0.514,0.236,0.107,0.0,0.14,0.289,129.565,-2.768535
Last Thing on My Mind,0,0.712,0.0347,0.209,0.11,0.0933,0.511,130.295,-3.238011
Sad Songs (Say So Much),0,0.745,0.0285,0.148,0.000539,0.375,0.931,107.24,-5.701949000000001
Oath (feat. Becky G),54,0.412,0.13,0.0272,0.0,0.0808,0.719,113.23,-3.1536
Don't Bet Money Honey,4,0.248,0.033,0.882,0.0,0.103,0.649,201.17,2.314884
Baby Don't Forget My Number,53,0.851,0.0748,0.00543,0.0029,0.156,0.846,100.302,-8.357173000000001
You've Really Got A Hold On Me,0,0.679,0.0293,0.718,0.0,0.22,0.566,118.444,-3.722481
That's the Way It Is,0,0.627,0.0467,0.13,0.0,0.132,0.562,93.029,-4.527378
I Know You (feat. Bastille),53,0.56,0.0879,0.126,0.0,0.0896,0.236,140.555,-3.958722
Everyday People,71,0.807,0.0297,0.307,0.0327,0.043,0.765,114.524,-5.296032
Whataya Want from Me,66,0.44,0.0489,0.00706,0.0,0.0593,0.445,185.948,-3.2319560000000003
Linger,0,0.447,0.0271,0.081,4.79e-05,0.34,0.181,94.854,-5.57184
Rock & Roll Music,36,0.506,0.0344,0.0841,0.000242,0.263,0.962,163.858,-8.268408
I Wanna Be A Hippy,54,0.702,0.0537,0.131,0.63,0.112,0.417,177.383,-3.818304
Enemy (with JID) - from the series Arcane League of Legends,84,0.728,0.266,0.237,0.0,0.434,0.555,77.011,-3.4639920000000006
Going Under,0,0.371,0.0538,0.00921,6.87e-05,0.135,0.442,175.093,-4.210441
Teenagers,84,0.463,0.0632,0.0506,0.0,0.184,0.856,111.647,-2.624991
Relax,0,0.673,0.0412,0.313,2.86e-06,0.0299,0.712,114.905,-5.59152
Walk Right In,44,0.796,0.037,0.0742,0.00195,0.226,0.881,114.87,-9.162455999999999
Lady (Hear Me Tonight),0,0.734,0.0654,0.00499,0.000428,0.0372,0.839,126.028,-4.670752
Werewolves of London,59,0.749,0.0264,0.0372,0.00286,0.0603,0.878,103.868,-6.504715999999999
Country Bumpkin,26,0.558,0.0287,0.383,0.0046,0.334,0.518,98.444,-4.85415
Tip Of My Tongue,0,0.658,0.0315,0.0175,0.0235,0.0867,0.846,97.93,-6.761640000000001
she's all i wanna be,75,0.614,0.0426,0.0134,7.07e-06,0.117,0.651,160.036,-3.459568
You're The Reason I'm Living,1,0.353,0.0268,0.813,0.0,0.17,0.348,72.901,-2.727424
Always Come Back To Your Love,52,0.744,0.0328,0.0105,0.000624,0.0638,0.899,105.231,-4.250401
Down By the Station,26,0.754,0.0403,0.324,0.0,0.0634,0.971,118.641,-6.7086760000000005
Resistance,66,0.467,0.0485,0.0616,0.289,0.108,0.0916,135.006,-5.084406
Lust For Life (with The Weeknd),76,0.504,0.0542,0.604,0.00193,0.364,0.262,99.982,-5.6618200000000005
Blue Sky Mine - 2011 Remaster,60,0.631,0.029,0.0601,0.000102,0.144,0.834,132.018,-2.710212
Pony,75,0.749,0.086,0.00186,0.0381,0.115,0.966,142.024,-5.662195
Kiwi,80,0.375,0.0561,0.00064,0.0,0.318,0.491,147.124,-2.44683
I Send A Message,0,0.827,0.0664,0.0743,0.447,0.0858,0.643,136.42,-3.5805000000000002
I've Told Every Little Star,33,0.677,0.0277,0.734,6.19e-05,0.191,0.942,118.349,-3.5167230000000003
Best Thing I Never Had,72,0.546,0.0324,0.143,1.55e-05,0.0894,0.298,99.05,-2.6323440000000002
No Scrubs,84,0.743,0.0953,0.0251,0.000717,0.0685,0.59,92.909,-2.8802250000000003
This Girl (Kungs Vs. Cookin' On 3 Burners),82,0.792,0.0393,0.0927,3.59e-05,0.226,0.466,121.985,-3.4122030000000003
Let Me,0,0.46,0.0515,0.239,6.04e-06,0.0934,0.189,168.419,-3.1961789999999994
Do You Remember,53,0.669,0.0674,0.198,0.000345,0.115,0.299,71.988,-3.290592
Take Me Out,0,0.273,0.0382,0.000458,0.000893,0.117,0.514,104.656,-5.848675
MK Ultra,56,0.39,0.041,0.000103,0.00954,0.234,0.35,155.063,-4.509057
Billie Jean,84,0.92,0.0401,0.0236,0.0153,0.036,0.847,117.046,-1.995354
What Do You Mean?,0,0.842,0.105,0.617,0.00024,0.0912,0.782,124.984,-4.5356879999999995
Make A Move On Me,0,0.764,0.0518,0.384,0.000381,0.231,0.566,122.232,-5.584727
Tonight I Wanna Cry,46,0.557,0.0262,0.874,0.0,0.175,0.148,103.73,-3.0164750000000002
The Stroke - Remastered 2010,71,0.67,0.0646,0.62,0.0,0.373,0.8,91.439,-3.5530919999999995
Not An Addict,46,0.261,0.0392,0.000306,5.15e-05,0.121,0.34,169.326,-4.52274
Say Something,72,0.407,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,-1.2968339999999998
Gold Digger,0,0.646,0.342,0.0192,0.0,0.0762,0.625,92.88,-3.878112
Beating Heart,32,0.406,0.0328,0.64,1.85e-06,0.118,0.218,139.862,-2.793767
Wishing I Was There,47,0.585,0.0539,0.019,4.7e-06,0.362,0.81,92.993,-5.901669
Good Thing,0,0.747,0.0299,0.0708,8e-05,0.0427,0.893,164.718,-5.929734
Ooh-Wakka-Doo-Wakka-Day,41,0.68,0.0299,0.733,0.0,0.166,0.761,112.193,-4.215942
My Happiness,0,0.447,0.0295,0.00193,0.0,0.363,0.505,85.885,-4.393679000000001
We're All In This Together,38,0.778,0.0297,0.149,6.06e-05,0.707,0.658,102.001,-5.218623999999999
No Problem (feat. Lil Wayne & 2 Chainz),70,0.652,0.174,0.156,0.0,0.123,0.788,135.018,-4.12764
Angel Of The Morning,59,0.456,0.0255,0.433,6.42e-05,0.0538,0.424,75.174,-2.943722
Knock You Down,60,0.588,0.16,0.00952,0.0,0.171,0.645,155.165,-4.192060000000001
All By Myself,66,0.376,0.0305,0.827,0.832,0.15,0.111,116.074,-3.425632
Still Got Time (feat. PARTYNEXTDOOR),62,0.748,0.0639,0.131,0.0,0.0852,0.524,120.963,-3.780183
Not Too Late,0,0.365,0.0506,0.1,9.61e-06,0.131,0.319,164.981,-2.1762930000000003
Can I Go Now,32,0.637,0.0579,0.00246,4.52e-05,0.0249,0.855,150.104,-3.969621
My Sacrifice,0,0.318,0.0506,8.66e-05,1.04e-06,0.0808,0.25,146.312,-5.32674
Crash & Burn,27,0.539,0.047,0.704,0.0,0.111,0.473,134.511,-2.9810349999999994
Levitating,85,0.695,0.0753,0.0561,0.0,0.213,0.914,103.014,-2.013752
Single,0,0.701,0.0713,0.0617,1.35e-06,0.108,0.236,134.019,-5.14836
Emotion,60,0.52,0.0427,0.76,1.36e-05,0.251,0.716,184.244,-3.4521759999999997
Ferry Cross the Mersey - Mono; 2002 Remaster,34,0.405,0.0289,0.255,4.68e-06,0.163,0.588,104.536,-3.7324900000000003
Untouchable (Originally Performed by Taylor Swift) [Vocal Version],3,0.539,0.0421,0.568,0.0,0.101,0.452,199.942,-3.824592
Love Will Keep Us Together,67,0.621,0.0314,0.354,0.0,0.305,0.926,129.62,-3.4088879999999997
Kiss Me More (feat. SZA),58,0.781,0.0301,0.245,0.000168,0.123,0.726,110.962,-2.4074679999999997
Let's Make A Night To Remember,0,0.472,0.0251,0.198,0.00101,0.142,0.395,175.897,-4.225
Warning,35,0.728,0.0294,0.0673,1.61e-05,0.199,0.892,120.989,-2.60176
Ray of Light,63,0.561,0.0312,0.00118,0.46,0.0713,0.71,127.172,-7.1611020000000005
Swallowed,0,0.257,0.0338,0.00147,1.09e-05,0.289,0.184,179.788,-4.8864600000000005
You Found Me,76,0.338,0.0413,0.0187,0.0,0.136,0.4,151.994,-4.345836
Roar,0,0.555,0.0416,0.00538,6.03e-06,0.55,0.386,179.756,-3.66141
Montego Bay,0,0.893,0.0364,0.0456,0.0,0.0827,0.974,127.888,-6.648492
Changes,49,0.863,0.0727,0.0454,0.0,0.244,0.321,111.101,-4.04865
Flame Trees,0,0.675,0.0327,0.0258,0.0,0.0949,0.618,120.361,-2.9134390000000003
Sweet Lullaby,0,0.566,0.0413,0.427,0.0196,0.13,0.548,175.965,-8.695125
Better in Time,21,0.585,0.0511,0.521,3.32e-05,0.144,0.516,163.966,-2.9743489999999997
I Want You,0,0.623,0.0359,0.00833,2.14e-06,0.246,0.599,106.119,-5.67
Sucker DJ (I Will Survive),0,0.817,0.0649,0.0076,0.00117,0.0716,0.583,107.988,-5.674225
Animals,69,0.675,0.0392,0.00107,0.715,0.374,0.0376,128.007,-5.52048
Bailamos,60,0.627,0.0388,0.0528,0.00237,0.136,0.591,99.905,-4.016424
R.O.C.K. In The U.S.A. (A Salute To 60's Rock),0,0.433,0.0818,0.00943,2.73e-06,0.227,0.874,164.009,-3.840622
One Of The Boys,28,0.564,0.0522,0.00201,2.08e-06,0.0818,0.675,145.953,-2.1776299999999997
Blue Jeans - 2015 Remaster,36,0.605,0.0323,0.406,0.00129,0.647,0.921,132.339,-5.659523999999999
Stay With Me,87,0.418,0.0414,0.588,6.39e-05,0.11,0.184,84.094,-2.70648
It's Only Make Believe,52,0.448,0.0299,0.191,0.000735,0.276,0.537,112.742,-3.0589560000000002
Don't Forget To Remember,59,0.38,0.025,0.178,1.21e-06,0.315,0.494,82.374,-4.947264
Could've Been,54,0.474,0.0271,0.554,3.95e-06,0.107,0.137,99.005,-3.71161
The Feeling,0,0.525,0.0619,0.0819,1.22e-06,0.0971,0.21,127.073,-5.003665
Worry About Me (feat. blackbear),19,0.663,0.176,0.128,0.0,0.342,0.688,161.852,-5.1222639999999995
Return to Sender,59,0.838,0.0433,0.575,0.0,0.0785,0.971,131.719,-4.0052319999999995
Silence (Single Edit),0,0.523,0.0327,0.219,0.00278,0.11,0.32,97.921,-5.69358
Thunder,14,0.6,0.0479,0.00683,0.21,0.155,0.298,167.88,-3.84669
Venus,0,0.722,0.0514,0.0883,0.61,0.278,0.91,126.113,-4.624332
FutureSex / LoveSound,40,0.845,0.0679,0.118,0.0198,0.132,0.845,105.025,-5.25408
Gypsy Woman (She's Homeless) (La Da Dee La Da Da) - Radio Edit,60,0.645,0.0315,0.000165,0.214,0.0941,0.453,120.007,-8.202091
Pumped Up Kicks,87,0.733,0.0292,0.145,0.115,0.0956,0.965,127.975,-4.1527899999999995
Johnny Angel,2,0.402,0.0331,0.844,0.0,0.154,0.761,107.144,-3.56976
For The Night (feat. Lil Baby & DaBaby),82,0.823,0.2,0.114,0.0,0.193,0.347,125.971,-3.871116
Jingle Jangle,14,0.625,0.0387,0.0368,0.0,0.148,0.617,109.302,-5.27696
Theme From Shaft,0,0.494,0.0451,0.245,1.16e-05,0.212,0.857,120.872,-10.47627
Travelin' Man - Remastered,43,0.741,0.0335,0.669,0.0,0.117,0.859,123.263,-4.531692
With Or Without You - Remastered 2007,53,0.538,0.0295,0.000185,0.309,0.139,0.116,110.181,-5.133024
Uptown Girl,67,0.696,0.043,0.0736,0.0,0.653,0.832,129.002,-2.793166
Paris Is Burning,40,0.601,0.0532,0.0224,0.0,0.135,0.769,122.958,-3.164552
Chasing Cars,9,0.563,0.0276,0.209,5.08e-05,0.132,0.136,104.016,-2.7060319999999995
"What The World Needs Now Is Love/Abraham, Martin And John",28,0.402,0.4,0.937,0.00115,0.109,0.522,94.161,-5.70778
Where the Wild Roses Grow,0,0.336,0.0319,0.378,0.00332,0.0953,0.163,154.649,-4.95427
Thank U,69,0.672,0.0258,0.379,2.73e-05,0.0887,0.566,92.094,-3.550624
Please Forgive Me,0,0.59,0.026,0.53,0.0,0.103,0.151,133.918,-3.169424
Rock This Party - Original,0,0.896,0.116,0.0713,0.0,0.0519,0.884,128.004,-3.0313079999999997
The Carnival Is Over - Mono; 2009 Remaster,16,0.386,0.0275,0.246,0.0,0.18,0.647,75.694,-4.22008
Beyond the Sea,72,0.521,0.0369,0.723,0.0,0.257,0.569,136.483,-3.8472960000000005
Trap Queen,77,0.746,0.128,0.0244,0.0,0.354,0.817,148.075,-3.320019
According To My Heart,0,0.831,0.0308,0.455,0.00161,0.331,0.941,119.78,-4.457832000000001
Start Again,51,0.553,0.0407,0.68,3.5e-06,0.122,0.216,66.543,-3.246838
Blame It on the Weatherman,44,0.497,0.0355,0.211,0.0,0.58,0.308,90.031,-5.376225
Congratulations,43,0.478,0.0291,0.133,0.0,0.0748,0.962,92.898,-3.5412000000000003
Chosen Armies,19,0.461,0.0548,0.000234,0.237,0.255,0.272,152.018,-4.189924
Save Tonight,58,0.548,0.0337,0.000154,3.97e-05,0.109,0.583,119.496,-4.849711999999999
Big Energy (feat. DJ Khaled) - Remix,66,0.87,0.0865,0.0421,1.8e-06,0.14,0.792,106.001,-2.869825
Hard to Say I'm Sorry - 2007 Remaster,72,0.551,0.0274,0.648,2.26e-06,0.312,0.255,72.174,-3.30304
HandClap,68,0.636,0.0427,0.00609,0.000157,0.0828,0.715,139.956,-2.511344
I Want Love,58,0.652,0.0528,0.13,0.0,0.138,0.492,119.936,-2.738688
Let It Be Me,2,0.319,0.0282,0.833,4e-06,0.475,0.284,90.089,-2.03913
deja vu,14,0.447,0.103,0.587,9.44e-06,0.436,0.169,180.558,-4.434752
Let's Go,43,0.821,0.0397,0.136,0.0,0.167,0.932,119.985,-8.338176
I'm Leaving It up to You,12,0.528,0.0256,0.205,0.00143,0.102,0.723,104.766,-3.069495
Elevator (feat. Timbaland),54,0.812,0.0905,0.109,2.48e-05,0.214,0.47,120.025,-5.25711
Faded White Dress,0,0.42,0.0948,0.000497,6.99e-05,0.0983,0.444,147.944,-3.748303
Sound of Silence,50,0.523,0.071,0.344,0.0,0.098,0.32,135.56,-3.3227160000000002
You Make My Dreams (Come True),83,0.751,0.0551,0.234,0.112,0.0467,0.902,167.057,-6.087651
"1,2,3 Red Light",21,0.754,0.0344,0.0416,0.00692,0.077,0.984,115.146,-4.904116
Try to Remember,0,0.55,0.0271,0.657,0.0915,0.106,0.207,100.021,-5.596544
Lonely Days,52,0.334,0.0327,0.662,8.35e-05,0.634,0.37,94.254,-3.48
When It's Over - David Kahne Main,62,0.675,0.0522,0.0387,0.0,0.383,0.933,99.945,-4.4733
Judy in Disguise (With Glasses),23,0.638,0.132,0.0386,0.159,0.118,0.922,82.289,-7.535416
Best Day Of My Life,83,0.673,0.0346,0.0591,0.000262,0.0558,0.538,100.012,-2.157584
WAP (feat. Megan Thee Stallion),82,0.935,0.375,0.0194,0.0,0.0824,0.357,133.073,-3.4090860000000003
Prisoner (feat. Dua Lipa),4,0.781,0.0452,0.0103,0.0,0.0761,0.595,127.99,-2.6210400000000003
Lady Marmalade,0,0.741,0.057,0.0148,1.84e-06,0.664,0.611,109.905,-1.909557
Where Have You Been,0,0.719,0.0916,0.00201,0.0204,0.223,0.444,127.963,-5.36998
El Paso,23,0.645,0.0349,0.827,1.09e-06,0.203,0.657,105.968,-4.941845
Dedicated To The One I Love,65,0.396,0.0326,0.814,0.0,0.192,0.307,103.264,-3.981668
Heat Waves,53,0.761,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,-3.6225000000000005
Love in the First Degree,0,0.787,0.0914,0.246,9.82e-06,0.178,0.661,117.565,-4.90176
Last Night (feat. Snoop Dogg and Bobby Anthony) - Extended Mix,29,0.82,0.11,0.0215,3.77e-06,0.0622,0.918,127.994,-3.835125
Madder Red,0,0.441,0.0377,0.00995,0.00923,0.141,0.277,164.014,-6.847035
Honey,60,0.829,0.0342,0.128,0.194,0.078,0.685,102.128,-6.296469999999999
Love The Way You Lie,86,0.749,0.227,0.241,0.0,0.52,0.641,86.989,-4.65645
You're Beautiful,16,0.731,0.0394,0.196,0.0,0.066,0.507,98.938,-2.697088
Crying at the Discoteque - Radio Edit,64,0.705,0.0426,0.0703,0.0,0.0661,0.962,138.017,-5.508234000000001
Butterfly Kisses,55,0.386,0.032,0.541,0.0,0.347,0.104,81.895,-3.503136
Solid Rock - Remastered Version,2,0.552,0.0476,0.00699,0.00133,0.0317,0.508,148.996,-5.474508
Hercules - Remastered,36,0.444,0.0528,0.00149,1.64e-05,0.087,0.414,155.517,-3.0552799999999998
Our Day Will Come - Single Version,0,0.466,0.0269,0.756,1.45e-06,0.148,0.644,93.123,-4.3366050000000005
Boyfriend,51,0.799,0.0541,0.0597,0.0,0.044,0.67,99.991,-2.559634
Cherish,0,0.639,0.0225,0.331,0.0,0.296,0.427,95.186,-4.854419999999999
Daisies,62,0.639,0.0407,0.0837,0.0,0.122,0.149,122.179,-2.938572
Union of the Snake,39,0.705,0.0466,0.231,2.1e-05,0.71,0.86,115.076,-3.906828
Old School Love (feat. Ed Sheeran),48,0.701,0.134,0.0908,1.75e-06,0.358,0.459,86.006,-6.633033
Hot In Herre,0,0.955,0.122,0.219,0.0,0.0612,0.922,107.082,-3.539536
Whoomp! (There It Is),0,0.798,0.0411,0.00138,0.0,0.0792,0.433,129.422,-4.797408000000001
Send Me An Angel,0,0.231,0.0301,0.448,0.00141,0.229,0.155,104.668,-4.98843
S&M,76,0.767,0.042,0.0113,0.00016,0.104,0.833,127.975,-3.42364
100 Years,52,0.643,0.0276,0.544,2.17e-05,0.178,0.275,120.507,-4.244171
You're An Ocean,46,0.543,0.0431,0.0367,7.05e-06,0.27,0.69,134.087,-3.579088
Before Too Long,0,0.545,0.0285,0.00057,0.0194,0.192,0.776,133.826,-5.07104
Don't Hang Up,34,0.769,0.0368,0.323,1.57e-06,0.108,0.97,112.842,-4.338168
I Believe in a Thing Called Love,73,0.442,0.0764,0.0538,4.71e-06,0.282,0.622,128.235,-4.411044
