Track Name,Popularity,Danceability,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,intensity
Shine,38,0.488,0.036,0.63,2.87e-05,0.333,0.715,181.844,-4.77302
Until I Found You (with Em Beihold) - Em Beihold Version,93,0.551,0.0286,0.777,0.0,0.202,0.342,101.19,-2.9364500000000007
Lovers Who Wander,0,0.37,0.055,0.273,0.0,0.189,0.736,73.358,-5.783245
I Need A Doctor,0,0.587,0.467,0.103,1.16e-06,0.346,0.445,155.964,-4.120606
You've Never Been This Far Before,45,0.469,0.0336,0.694,0.153,0.0962,0.52,138.522,-3.3837649999999995
Poison Arrow,0,0.728,0.0933,0.217,0.013,0.0984,0.764,125.853,-5.151819
Starlight - Radio Edit,64,0.739,0.0373,0.000424,0.0187,0.389,0.786,127.487,-3.448641
Million Reasons,0,0.668,0.0451,0.477,0.0,0.107,0.154,129.889,-3.5457530000000004
Car Wash (Shark Tale Mix),0,0.794,0.0728,0.152,4.95e-06,0.221,0.927,116.032,-3.46832
Miss Murder,0,0.308,0.0533,0.00022,0.000729,0.0974,0.686,143.519,-3.965166
Everywhere I Go,23,0.616,0.0378,0.0887,2.33e-06,0.0736,0.724,134.769,-7.566377
Hey Hey Hey (Pop Another Bottle) - Video Edit,0,0.843,0.119,0.0624,0.0,0.897,0.969,128.025,-4.526117999999999
Stranger Love,49,0.625,0.0448,0.0501,0.0,0.0808,0.295,125.959,-3.017274
In My Place,78,0.424,0.0278,0.0553,4.95e-06,0.298,0.193,144.636,-3.20754
It's Too Late,0,0.539,0.0278,0.0489,0.000594,0.17,0.592,139.055,-3.51645
Lightning Crashes,58,0.391,0.0438,0.263,8.62e-06,0.174,0.45,93.192,-3.958717
Hurt Somebody (With Julia Michaels),0,0.83,0.118,0.361,0.0,0.249,0.492,114.966,-2.8663220000000003
Breathe Life,0,0.607,0.125,0.00276,0.0168,0.109,0.252,103.939,-4.513319999999999
Butterfly,0,0.219,0.0297,0.854,0.596,0.0742,0.446,76.682,-3.397385
Where Did I Go Wrong,54,0.789,0.042,0.0929,0.000551,0.156,0.968,96.893,-6.2151119999999995
God Gave Rock 'N' Roll To You II,0,0.444,0.0526,0.112,0.0,0.637,0.347,145.244,-7.1589
Sister Christian,67,0.448,0.0393,0.147,2.27e-06,0.0842,0.234,177.279,-5.68365
Ignition - Remix,71,0.795,0.0423,0.061,0.0,0.0914,0.855,133.024,-3.7472950000000003
"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",74,0.653,0.213,0.00413,0.0,0.0537,0.216,82.034,-3.756576
Every Time I Think of You,0,0.395,0.0353,0.188,7.1e-05,0.145,0.421,121.451,-3.82036
If I Could Turn Back Time,75,0.658,0.0267,0.243,0.0,0.122,0.504,108.329,-5.959874999999999
Do Wah Diddy Diddy,1,0.661,0.049,0.262,0.0,0.0557,0.957,125.445,-4.591908
I'll Be,72,0.371,0.0295,0.386,0.0,0.104,0.426,136.526,-3.364116
Running Back (feat. Flo Rida),48,0.483,0.38,0.0202,0.0,0.124,0.362,172.024,-3.41379
The Last Time - Mono Version,50,0.327,0.0611,0.144,0.84,0.774,0.439,167.972,-4.80516
Post Malone (feat. RANI),70,0.59,0.122,0.0771,0.0,0.105,0.651,107.356,-2.48454
You All Over Me (feat. Maren Morris) (Taylorâs Version) (From The Vault),66,0.589,0.0377,0.818,0.0,0.101,0.44,142.731,-3.772576
To Lose My Life,2,0.546,0.0325,0.000551,0.0121,0.111,0.286,132.066,-3.8505209999999996
"Hold On, We're Going Home",77,0.773,0.0961,0.00411,3.4e-05,0.0733,0.289,99.993,-3.0785039999999997
Geronimo,64,0.705,0.0862,0.467,0.00425,0.122,0.526,142.014,-5.553975
Gives You Hell,72,0.718,0.0387,0.0159,0.0,0.0627,0.552,100.008,-4.4500399999999996
On & On,29,0.58,0.238,0.015,0.0,0.176,0.783,175.799,-4.5063
Lifestyle (feat. Adam Levine),69,0.749,0.0366,0.0209,0.0,0.169,0.711,123.055,-3.4562720000000002
You Win Again,69,0.547,0.0319,0.0874,8.34e-06,0.222,0.909,168.581,-9.388638
Into The Dark,28,0.779,0.0279,0.0989,0.0,0.111,0.936,125.996,-5.035875999999999
If I Knew,69,0.522,0.0316,0.722,0.0,0.0854,0.49,175.972,-2.42018
Somebody That I Used To Know,82,0.865,0.0371,0.548,0.000115,0.0989,0.748,129.059,-3.6115720000000002
Bad Girls,77,0.639,0.0615,0.00107,0.0,0.097,0.343,143.448,-2.390352
You Got Nothing I Want,0,0.508,0.108,0.000458,0.00345,0.103,0.669,135.638,-2.5770869999999997
Never Gonna Leave This Bed,54,0.608,0.0296,0.104,0.0,0.247,0.47,117.367,-3.4371189999999996
Friday on My Mind,0,0.418,0.0405,0.279,0.000678,0.111,0.733,94.717,-8.011206
Chicken Fried,7,0.566,0.0417,0.645,0.0,0.114,0.807,169.864,-3.0302499999999997
See You Again (feat. Charlie Puth),0,0.689,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,-3.608943
Can't Take My Eyes Off You,46,0.247,0.0289,0.46,0.0,0.188,0.127,82.988,-2.6950950000000002
Shaddap You Face,48,0.762,0.099,0.441,0.0,0.118,0.772,119.439,-3.58281
Your Body Is a Wonderland,77,0.647,0.0236,0.0206,0.0489,0.134,0.687,94.01,-4.556979
Show Me Love,58,0.589,0.0327,0.568,0.0,0.0675,0.19,114.853,-3.085842
Too Much Ain't Enough Love,31,0.623,0.0276,0.302,0.000122,0.0838,0.782,101.431,-7.584919999999999
Lazy Love,0,0.413,0.111,0.223,0.0,0.0946,0.215,129.167,-4.737223999999999
Do You,0,0.588,0.0726,0.31,0.0,0.321,0.59,121.299,-3.5961980000000002
Just A Little Bit Of Your Heart,32,0.44,0.0281,0.692,0.0,0.103,0.158,77.988,-1.924111
I Don't Care (with Justin Bieber),80,0.798,0.0442,0.0912,0.0,0.0894,0.842,101.956,-3.4026750000000003
Let It Hurt,45,0.474,0.027,0.0546,0.0,0.198,0.255,135.988,-3.61197
Lasso,0,0.645,0.0354,0.0253,0.000433,0.125,0.96,150.919,-4.45158
Sexy M.F.,47,0.77,0.0937,0.169,0.00223,0.0537,0.548,106.15,-6.050952
Almost,56,0.816,0.0651,0.235,0.0,0.389,0.809,130.102,-3.8298959999999997
3 Nights,78,0.815,0.0897,0.223,0.0,0.104,0.877,151.891,-3.4156920000000004
I Want to Wake Up With You,39,0.712,0.0444,0.721,8.39e-06,0.112,0.73,81.527,-5.688676
Crawl Back In,53,0.501,0.0941,0.000422,1.53e-06,0.364,0.348,127.964,-3.276975
Stickwitu,0,0.548,0.0587,0.283,0.0,0.0708,0.382,79.918,-3.5500320000000003
Plans,59,0.611,0.0266,0.0447,8.48e-06,0.344,0.275,102.998,-5.585859999999999
Universal Soldier,47,0.596,0.0405,0.589,0.0,0.177,0.495,99.892,-3.4660080000000004
Living Next Door to Alice,56,0.591,0.0371,0.107,0.0,0.248,0.781,126.091,-5.842188
Mother,54,0.75,0.0928,0.124,0.0,0.46,0.765,120.043,-4.040329000000001
The Pretender,82,0.433,0.0431,0.000917,0.0,0.028,0.365,172.984,-3.87436
History,13,0.623,0.0418,0.0165,0.00578,0.0588,0.581,112.012,-4.649973
Start Me Up - Remastered 2009,82,0.631,0.0354,0.0436,0.137,0.0918,0.971,122.429,-3.8603440000000004
Young Hearts Run Free,0,0.702,0.0602,0.0335,0.0133,0.36,0.756,119.996,-9.775108
In the Summertime,50,0.504,0.0779,0.0012,0.0013,0.157,0.77,156.469,-3.810902
Swamp Thing,44,0.666,0.0403,0.00219,0.882,0.0589,0.723,134.809,-9.222179999999998
Clair,61,0.72,0.0347,0.509,0.0,0.147,0.609,105.727,-3.653
Dancing in the Moonlight,0,0.639,0.0372,0.0528,0.0,0.336,0.871,119.485,-2.816385
Long Cool Woman (In a Black Dress) - 1999 Remaster,73,0.757,0.062,0.411,0.00221,0.355,0.815,138.923,-8.094968
What Do I Know About Pain?,0,0.502,0.0635,0.000211,0.000137,0.381,0.47,138.001,-3.44265
Holly Holy - Single Version,0,0.287,0.0283,0.661,0.000418,0.127,0.387,103.414,-4.444356
Bad Influence,47,0.665,0.0518,0.000559,2.83e-06,0.0442,0.754,138.074,-3.732476
I Want It That Way,85,0.689,0.027,0.257,0.0,0.148,0.482,99.039,-4.0460199999999995
Addicted To Love - Remix,35,0.706,0.0294,0.167,1.73e-05,0.0301,0.98,111.555,-6.7999
Let's Hang On,22,0.608,0.0851,0.0875,0.0,0.0882,0.795,136.155,-6.5610089999999985
Can't Help Myself,0,0.735,0.0496,0.00173,0.00514,0.0431,0.786,139.409,-5.799976
Born Free,0,0.187,0.0308,0.878,1.89e-06,0.187,0.31,89.762,-2.953216
Over You,39,0.4,0.0338,0.374,2.54e-06,0.246,0.532,115.531,-4.858945
Enough (feat. Gizzle),37,0.433,0.0482,0.133,1.16e-06,0.147,0.357,83.797,-2.947353
Wherever I Lay My Hat (That's My Home),47,0.63,0.0521,0.247,0.0,0.0989,0.477,89.128,-4.1145700000000005
The Night Out,17,0.61,0.108,0.000343,0.00119,0.0854,0.628,127.977,-2.323776
We Are The Champions - Remastered 2011,67,0.268,0.0346,0.378,0.0,0.119,0.172,64.223,-3.1891320000000003
Please Don't Go,74,0.513,0.0587,0.0118,1.94e-05,0.294,0.235,84.264,-3.738624
The Sweet Escape,0,0.756,0.0343,0.191,0.0,0.178,0.73,119.961,-2.6965399999999997
Absolutely Fabulous - 7'' Mix; 2001 Remastered Version,0,0.633,0.0769,0.00513,3.49e-05,0.313,0.951,131.835,-4.955952000000001
Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio,61,0.822,0.0582,0.259,0.000153,0.39,0.765,128.007,-11.115399
Dumb Things,0,0.433,0.0803,0.00889,9.32e-05,0.159,0.757,153.596,-4.465752
"Endless Love - From ""The Endless Love"" Soundtrack",0,0.21,0.0292,0.657,0.000129,0.134,0.212,186.773,-3.11808
Semi-Charmed Life,78,0.64,0.0314,0.00832,0.0,0.123,0.701,102.026,-5.681664
Black Cat,42,0.704,0.0477,0.121,0.00322,0.19,0.644,114.953,-7.1779340000000005
Chase That Feeling,0,0.604,0.0634,0.621,0.0,0.132,0.522,97.929,-4.181216
Psycho,68,0.573,0.0553,0.00473,0.0,0.278,0.463,126.034,-3.183453
Give Me One Reason - 2015 Remaster,43,0.595,0.0316,0.649,8.09e-06,0.102,0.61,98.506,-3.215724
Not a Day Goes By,32,0.609,0.0269,0.28,0.0,0.136,0.587,96.818,-6.297479999999999
(I Just) Died In Your Arms,0,0.585,0.0543,0.0193,0.000163,0.164,0.423,124.958,-6.026515
If Today Was Your Last Day,71,0.485,0.0355,8.67e-05,0.0,0.092,0.568,89.956,-5.2373389999999995
Sunflower - Spider-Man: Into the Spider-Verse,0,0.753,0.0504,0.551,0.0,0.0706,0.927,89.95,-2.79378
The Hardest Thing,0,0.723,0.0282,0.154,0.0,0.0672,0.571,87.99,-3.6014399999999998
Undressed,54,0.805,0.0306,0.145,4.46e-06,0.201,0.642,119.966,-3.9306419999999997
Give Me the Meltdown,37,0.633,0.035,0.0465,0.0,0.15,0.961,106.021,-4.263753
From A Jack To A King,8,0.627,0.0279,0.752,0.0,0.133,0.833,99.223,-3.42276
Who The Hell Are You,0,0.733,0.0933,0.000923,0.261,0.363,0.915,127.537,-4.3840650000000005
Time to Wander,0,0.548,0.0535,0.00191,0.0979,0.0672,0.11,135.008,-3.95076
Dilemma (feat. Kelly Rowland),59,0.736,0.182,0.185,1.51e-05,0.147,0.579,168.121,-4.834494
Casanova,0,0.716,0.0764,0.0363,3.34e-05,0.0593,0.802,106.024,-4.217327
Don't Phunk With My Heart,0,0.69,0.061,0.00937,0.0,0.547,0.604,130.889,-2.56128
You've Made Me So Very Happy,0,0.411,0.043,0.33,1.18e-06,0.722,0.513,96.094,-5.206472
Orange Crush,0,0.568,0.04,0.000613,0.00258,0.17,0.638,120.678,-7.327552999999999
It's Oh So Quiet,0,0.459,0.0544,0.618,0.0,0.0708,0.234,128.098,-1.8022570000000002
Don't Change,0,0.206,0.0412,5.29e-05,0.0765,0.0859,0.144,163.34,-5.268968
The Loco-Motion - Remastered 2002,55,0.456,0.153,0.375,0.0,0.563,0.367,125.051,-4.862796
1999 - Edit,36,0.882,0.0515,0.265,1.68e-05,0.745,0.715,119.165,-6.1657020000000005
Annie's Song,0,0.304,0.0298,0.871,0.00368,0.367,0.464,146.066,-3.3180949999999996
Party Girl,14,0.592,0.0948,0.463,0.0271,0.311,0.696,136.109,-6.250284
Trampoline (with ZAYN),71,0.619,0.0334,0.56,0.0,0.137,0.498,126.803,-2.653938
Tears Always Win,50,0.706,0.131,0.475,0.00013,0.152,0.83,143.66,-3.7484349999999997
Spiderman Theme (Karaoke Version With Background Vocals) - Originally Performed By Michael BublÃ©,0,0.72,0.0547,0.0728,0.645,0.223,0.42,89.029,-4.477864
Dream Catch Me,63,0.628,0.0277,0.197,0.0,0.108,0.58,118.004,-4.110346
Better Be Home Soon,66,0.437,0.028,0.261,1.2e-06,0.0984,0.355,93.519,-5.537558
Come Back Again - 2011 Remaster,42,0.739,0.0353,0.00787,0.00691,0.0412,0.643,121.231,-4.610046
Don't Let Me Be Yours,48,0.792,0.0671,0.198,0.0,0.15,0.499,112.067,-2.966468
Sing C'est La Vie,30,0.278,0.0401,0.606,0.0,0.0546,0.65,190.295,-3.568708
Cleanin' Out My Closet,0,0.905,0.189,0.0772,0.0,0.12,0.871,147.983,-3.680066
Australia,36,0.419,0.0298,0.00928,3.23e-05,0.0823,0.291,92.988,-3.657789
She Wolf,78,0.865,0.0443,0.285,0.0162,0.225,0.867,121.983,-5.13912
Attracting Flies,0,0.76,0.0561,0.0552,5.13e-05,0.146,0.93,98.008,-5.2575520000000004
White Horse,58,0.578,0.0264,0.305,0.0,0.104,0.223,92.702,-2.72918
BURN IT DOWN,78,0.585,0.0534,0.0143,0.0,0.0707,0.585,110.006,-4.3254
Rivers of Babylon,72,0.729,0.0362,0.13,0.000912,0.443,0.741,115.118,-5.985083
Hey Brother,8,0.545,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014,-3.79626
So Tough,15,0.594,0.0301,0.133,0.0,0.334,0.838,106.441,-4.897006
...Baby One More Time,0,0.759,0.0306,0.199,0.000313,0.449,0.912,92.957,-5.014823000000001
Little Sister,0,0.6,0.0751,0.432,0.0,0.223,0.924,139.501,-7.424192
You Can't Sit Down,0,0.613,0.231,0.122,0.0,0.322,0.963,82.071,-4.88425
Sweet Pea,45,0.586,0.0341,0.0601,7.77e-05,0.1,0.963,119.634,-5.57039
Let's Stay Together,0,0.746,0.0573,0.606,0.0168,0.0526,0.502,101.952,-4.53999
My Head & My Heart,79,0.614,0.07,0.0697,0.0,0.121,0.436,116.001,-3.4642060000000003
Total Eclipse Of The Heart (Glee Cast Version) (feat. Jonathan Groff),56,0.513,0.0293,0.195,0.0,0.101,0.261,134.128,-4.010396
Daydreamer,41,0.469,0.1,0.713,0.0,0.0675,0.386,94.043,-5.863765
Are You Gonna Go My Way,78,0.619,0.0353,0.00165,0.0109,0.331,0.777,129.269,-6.9157399999999996
In Your Arms,55,0.431,0.0958,0.299,0.0,0.249,0.674,110.118,-4.9013100000000005
Please Don't Go,70,0.699,0.0311,0.00296,0.0544,0.13,0.657,120.016,-3.4362719999999998
Falling Into You,0,0.371,0.0314,0.382,0.0,0.115,0.564,193.246,-4.57126
Kiss You All Over,38,0.655,0.0357,0.0276,0.00196,0.0578,0.768,110.924,-8.254689999999998
In Dreams,55,0.495,0.0286,0.67,0.00038,0.13,0.71,108.189,-4.34565
Generation Why,23,0.529,0.0426,0.000131,1.79e-05,0.222,0.595,129.936,-4.16325
Dynamite,82,0.751,0.0859,0.00379,0.0,0.036,0.816,119.975,-2.9158920000000004
Wake Me Up,33,0.634,0.0383,0.621,0.0,0.101,0.336,101.818,-2.881043
Theme from Rush,10,0.42,0.0353,0.845,0.944,0.099,0.531,91.731,-3.088128
Jump (feat. Nelly Furtado),34,0.731,0.065,0.00439,3.5e-06,0.26,0.497,130.028,-5.988557999999999
Part Of The Union,41,0.623,0.0323,0.382,0.0,0.071,0.889,77.492,-6.2654499999999995
Jesus Walks,44,0.623,0.391,0.571,0.0,0.293,0.689,87.277,-3.9642749999999998
Ainât No Pleasing You,33,0.481,0.0438,0.00309,0.000885,0.0717,0.841,145.754,-7.982112000000001
A Beautiful Lie,61,0.479,0.0921,0.00291,0.293,0.171,0.344,159.949,-4.743474
Adam's Song,0,0.518,0.0367,0.0372,0.0,0.337,0.393,136.023,-4.580934
She Moves,60,0.833,0.0739,0.291,0.000893,0.0954,0.627,116.98,-3.914372
Into The Galaxy,0,0.507,0.0386,0.0545,0.0,0.163,0.603,135.063,-4.537088
When I Grow Up,0,0.563,0.0368,0.000632,0.000982,0.818,0.777,139.666,-6.213888
Starboy,64,0.677,0.281,0.134,3.86e-06,0.175,0.528,186.038,-4.207935999999999
Turn Me On,68,0.677,0.0361,0.0405,0.0,0.0351,0.875,106.279,-4.691478
Before I Fall in Love,64,0.612,0.0283,0.473,0.0,0.108,0.175,116.43,-3.104697
Hurts So Good,0,0.785,0.0363,0.0421,9.93e-05,0.108,0.971,125.447,-3.910522
Creep,72,0.811,0.0402,0.0193,1.41e-06,0.0526,0.797,92.94,-4.437104000000001
Rio,35,0.548,0.0551,0.399,1.27e-05,0.534,0.675,92.92,-8.636868000000002
Bodyrock,54,0.648,0.0451,0.00084,0.579,0.485,0.353,108.01,-7.072792000000001
Love Is A Battlefield,0,0.683,0.049,0.0153,0.0275,0.0945,0.884,90.637,-7.584122000000001
The Boys Are Back In Town,78,0.445,0.0461,0.234,0.000252,0.205,0.768,80.823,-6.920918
Final Song,69,0.695,0.0345,0.014,7.95e-05,0.0756,0.245,104.988,-4.1052480000000005
Legs - 2008 Remaster,69,0.611,0.0378,0.00957,0.0708,0.36,0.763,125.398,-5.067722
Bitch,74,0.617,0.055,0.0112,9.63e-05,0.0523,0.629,96.328,-5.274358
The Belle of St. Mark,38,0.612,0.0479,0.0319,1.44e-06,0.168,0.676,79.142,-6.009536000000001
Young Love,23,0.578,0.0273,0.653,7.87e-05,0.173,0.464,99.123,-3.624075
Glory Days,0,0.562,0.0332,0.165,0.0,0.118,0.977,117.153,-6.206555999999999
You Ruin Me,52,0.478,0.0285,0.705,0.0,0.119,0.222,93.005,-2.28293
Same Love (feat. Mary Lambert),66,0.688,0.167,0.716,4.46e-05,0.104,0.299,84.958,-4.284907
Stay with Me Till Dawn,0,0.32,0.0326,0.834,0.00193,0.138,0.0896,129.936,-2.9834
Forever Until Tomorrow,0,0.519,0.125,0.0993,0.0,0.0476,0.713,119.998,-4.0515929999999996
I Know What You Want (feat. Flipmode Squad),58,0.563,0.317,0.0141,0.0,0.636,0.487,85.789,-3.248075
Wide Awake,72,0.514,0.0367,0.0749,2.64e-06,0.392,0.575,159.814,-3.4826170000000003
Photograph,0,0.705,0.0327,0.534,0.0,0.0994,0.0864,107.962,-3.613409
Side To Side,2,0.65,0.229,0.0528,0.0,0.235,0.613,159.173,-4.29824
Cosby Sweater,67,0.794,0.0422,0.629,1.73e-06,0.0888,0.802,125.252,-6.450030000000001
Into The Night,61,0.435,0.0388,0.463,0.0,0.104,0.51,163.486,-4.57815
Joker And The Thief,61,0.264,0.0517,0.0452,0.0222,0.376,0.456,155.376,-2.13798
My Little Corner of the World,51,0.567,0.0289,0.86,0.929,0.0972,0.625,130.459,-4.860468
You,7,0.609,0.0622,0.134,0.0,0.135,0.348,102.007,-3.66458
Outnumbered,67,0.614,0.157,0.247,0.0,0.0976,0.258,156.85,-3.9603600000000005
Every Rose Has Its Thorn - Remastered 2003,74,0.533,0.0323,0.16,1.12e-05,0.369,0.292,140.167,-3.548727
Have A Nice Day,0,0.5,0.0736,4.84e-05,0.000198,0.0794,0.566,130.06,-3.655334
Spirit in the Sky,3,0.619,0.042,0.0192,0.0,0.0676,0.479,120.675,-5.572476
People - 2007 Remastered,21,0.487,0.0714,0.0101,0.000295,0.115,0.444,139.448,-7.708026
Human,83,0.602,0.302,0.393,0.0,0.165,0.554,75.087,-2.896579
Santa Never Made It into Darwin,0,0.656,0.0294,0.414,0.0,0.139,0.741,137.99,-6.404255999999999
Changed The Way You Kissed Me (Radio Edit),23,0.576,0.0403,0.00614,0.00123,0.162,0.233,127.012,-3.1418609999999996
Put Your Hand Up - Radio Mix,14,0.834,0.0634,0.165,0.0,0.0473,0.865,108.04,-1.580855
I Don't Wanna Play House,0,0.552,0.0312,0.663,0.00729,0.139,0.322,104.477,-3.18583
Hard Love,0,0.628,0.0316,0.226,0.0,0.122,0.664,132.968,-2.1744179999999997
Feeding Line,0,0.643,0.0274,0.000833,0.0139,0.123,0.293,117.95,-3.701781
All Seats Taken,23,0.744,0.0544,0.00801,3.57e-06,0.31,0.714,101.974,-3.7806320000000007
I'll Stand by You,75,0.438,0.0305,0.3,4.49e-06,0.0754,0.266,133.822,-3.968694
Infinity,59,0.609,0.0416,0.00504,0.877,0.183,0.228,125.117,-10.661904000000002
Hit That,69,0.704,0.0321,0.0233,0.0,0.0596,0.962,131.952,-2.4634050000000003
Lifestyle (feat. Adam Levine),40,0.752,0.0396,0.0205,0.0,0.133,0.607,122.979,-3.481233
In the Closet - Single Version,41,0.861,0.0584,0.0702,0.000873,0.0589,0.693,111.658,-4.946704
OK Not To Be OK,70,0.743,0.0649,0.0172,0.0,0.0743,0.263,103.072,-4.205925
Better Best Forgotten,26,0.721,0.029,0.171,4.37e-05,0.263,0.776,129.017,-6.351163000000001
Zebra,24,0.632,0.0611,0.229,0.102,0.132,0.734,77.944,-3.3233
The Day You Went Away,47,0.628,0.034,0.867,1.65e-06,0.0892,0.293,105.675,-2.783739
She - Original Stereo Version; 2006 Remaster,36,0.506,0.0391,0.241,2e-06,0.116,0.763,119.267,-4.519095
I Alone,45,0.411,0.0453,0.00228,0.0042,0.357,0.0866,90.67,-6.01741
Solitude Is Bliss,0,0.591,0.0642,0.00971,0.000124,0.176,0.64,104.004,-4.203661
everytime we touch [Yanou's candlelight mix],0,0.445,0.0356,0.928,0.0,0.243,0.305,113.882,-1.9147639999999997
The Bomb! (These Sounds Fall Into My Mind),10,0.805,0.0396,0.00164,0.488,0.366,0.707,125.901,-2.3638090000000003
Sunshine After The Rain,26,0.649,0.032,0.819,0.0,0.0808,0.184,106.523,-4.8264450000000005
Shaka Jam - Radio Edit,14,0.774,0.0648,0.0504,0.0,0.141,0.833,113.204,-6.013297000000001
The Man,88,0.777,0.054,0.0767,0.0,0.0901,0.633,110.048,-3.415678
You Are The Reason - Duet Version,0,0.379,0.0301,0.447,0.0,0.148,0.127,171.09,-2.893884
Collide - Acoustic Version,67,0.582,0.0259,0.827,2.95e-05,0.091,0.294,90.186,-2.89179
My Love,9,0.316,0.0485,0.789,1.44e-06,0.35,0.509,169.906,-6.999777
Que Sera Mi Vida,51,0.591,0.046,0.000306,0.0031,0.0778,0.676,131.172,-6.1933679999999995
Adore,52,0.592,0.0391,0.193,0.0,0.0564,0.259,67.445,-4.403652
"I Can't Help Myself (Sugar Pie, Honey Bunch)",0,0.667,0.0291,0.245,0.0,0.107,0.971,127.935,-5.327506
Shake It Off,88,0.647,0.165,0.0647,0.0,0.334,0.942,160.078,-4.307200000000001
Holes - Radio Edit,1,0.369,0.102,0.329,3.48e-06,0.0762,0.548,158.399,-3.7646699999999997
Radioactive,0,0.408,0.0533,0.00877,0.000454,0.12,0.361,126.405,-4.514
Shakedown,0,0.571,0.0691,0.0302,3.56e-06,0.31,0.459,170.662,-5.048457
Fuck You,66,0.693,0.0578,0.193,0.0,0.124,0.753,127.457,-3.505452
Life Is A Rollercoaster,0,0.658,0.0315,0.0936,0.000151,0.333,0.81,118.959,-7.288456999999999
Pride (In The Name Of Love),0,0.454,0.0305,0.000861,0.00281,0.794,0.727,105.859,-4.78176
Thank God I'm A Country Boy,0,0.788,0.0427,0.0753,0.815,0.113,0.889,126.977,-8.518536
Hearts on Fire,24,0.646,0.0259,0.259,0.0,0.116,0.611,114.028,-4.956479
Do I Wanna Know?,1,0.548,0.0323,0.186,0.000263,0.217,0.405,85.03,-4.041072000000001
New Thang,61,0.743,0.0391,0.0156,0.0,0.133,0.814,100.003,-4.363949
Best Of You,0,0.372,0.0752,0.000678,0.000125,0.171,0.39,129.8,-4.761207
Tell Me You Love Me,56,0.762,0.135,0.117,0.0,0.202,0.525,122.066,-2.15987
All Those Years Ago - Remastered 2004,5,0.555,0.033,0.137,1.99e-05,0.0733,0.518,125.77,-4.365648
All Rise,53,0.738,0.0315,0.123,0.0,0.126,0.94,97.99,-3.009508
wish you were gay,0,0.853,0.241,0.39,9.38e-06,0.752,0.282,118.028,-3.579498
Daddy Cool,77,0.763,0.0364,0.281,0.79,0.134,0.929,124.431,-5.386164000000001
Ride It,83,0.88,0.0874,0.177,6.43e-05,0.106,0.884,117.948,-3.197758
Tonight Again,44,0.702,0.144,0.0851,0.0,0.151,0.584,106.093,-2.025729
Stay Another Day,0,0.515,0.0275,0.6,0.00073,0.171,0.456,127.801,-4.157044
The Zephyr Song,55,0.717,0.0338,0.0108,2.39e-05,0.0904,0.4,117.38,-3.1952520000000004
Hard To Handle,0,0.591,0.0432,0.00224,0.000886,0.292,0.961,104.171,-2.8416300000000003
This Ain't Love,35,0.558,0.059,0.00485,0.000404,0.285,0.543,82.49,-3.444735
"Go, Jimmy, Go",1,0.502,0.0444,0.76,0.0,0.103,0.875,137.36,-5.418903
You're The One That I Want - From âGreaseâ,0,0.743,0.0941,0.256,5.03e-05,0.155,0.833,106.564,-4.578984
If You Wanna Be Happy,30,0.639,0.0413,0.611,1.18e-05,0.204,0.873,93.242,-7.202125
Someday,31,0.745,0.0287,0.0105,0.0836,0.21,0.939,110.855,-2.99398
You Keep Me Hangin' On,48,0.206,0.0469,0.0172,0.00582,0.228,0.317,172.338,-6.7774
Summer,87,0.596,0.0346,0.0211,0.0178,0.141,0.743,127.949,-3.043936
Falling Up,60,0.654,0.0534,0.648,0.0,0.0995,0.475,103.551,-2.7170639999999997
Monster Mash,25,0.68,0.342,0.383,0.0,0.387,0.696,69.796,-6.387040000000001
One,0,0.556,0.0275,0.242,0.00137,0.148,0.286,90.759,-3.5481599999999998
Never Be Like You (feat. Kai),0,0.564,0.055,0.439,0.0,0.163,0.26,119.907,-3.001776
My Name Is,2,0.882,0.312,0.0427,0.0,0.118,0.809,85.491,-4.17987
I Love It,56,0.71,0.0296,0.00828,1.34e-05,0.172,0.86,125.953,-2.420086
Armstrong,30,0.541,0.028,0.395,6.3e-06,0.156,0.859,118.269,-6.8619
Get Right,68,0.741,0.12,0.0218,0.0,0.628,0.362,97.084,-3.867864
I Need A Dollar,1,0.84,0.0333,0.202,0.0,0.0873,0.957,95.498,-3.429912
Ain't Been Done,0,0.56,0.191,0.116,1.7e-06,0.241,0.807,167.903,-2.430259
I Like Love (I Love Love) - Radio,41,0.719,0.117,0.00194,0.128,0.0747,0.812,128.015,-3.124278
Heartless,88,0.79,0.136,0.0515,0.0,0.248,0.654,87.999,-3.8710009999999997
Music Sounds Better With You - Radio Edit,74,0.729,0.337,0.00128,0.208,0.305,0.359,124.149,-4.760442
After All These Years,28,0.431,0.0463,0.906,3.09e-05,0.144,0.12,101.77,-0.000248472
Kokomo,74,0.682,0.0346,0.00863,0.0,0.137,0.927,115.584,-6.38175
How Deep Is Your Love,82,0.738,0.0731,0.0392,0.00169,0.388,0.336,122.003,-3.795764
All Day and Night - Jax Jones & Martin Solveig Present Europa,39,0.538,0.117,0.228,0.0,0.142,0.503,121.763,-4.154273
You Think You're A Man,43,0.682,0.0571,0.0828,0.117,0.359,0.912,127.104,-10.066992
