Track Name,Popularity,Danceability,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,intensity,Cluster,PCA1,PCA2,Cluster Label
Son Of A Preacher Man,79,0.404,0.224,0.538,0.0,0.0802,0.641,180.061,-5.30061,1,0.3802985022160529,0.2720570630483512,"Popular, Moderate Dance, Positive Vibes"
Ramblin' Man,0,0.309,0.036,0.488,0.00304,0.286,0.934,181.145,-6.887328,2,-0.4148872091477,-0.02198340085816175,"Upbeat, Less Popular, Positive"
Think of Me,40,0.725,0.0913,0.00945,3.69e-06,0.102,0.483,113.049,-4.278222,1,0.04952218903156985,-0.09570491125373964,"Popular, Moderate Dance, Positive Vibes"
Burn,37,0.771,0.0909,0.0346,1.69e-06,0.249,0.409,126.009,-2.6845349999999994,0,0.013453664108980579,-0.04186863818999981,"Mid-tempo, Less Popular, Melancholic"
Don't Call Me Up,78,0.674,0.147,0.296,3.01e-06,0.0793,0.234,98.994,-2.513493,1,0.3934768262295124,0.3341957285684915,"Popular, Moderate Dance, Positive Vibes"
Skin,68,0.557,0.0335,0.428,0.0,0.0567,0.328,105.918,-2.455004,3,0.27469042549982425,0.39062867969234394,"Acoustic, Neutral, Relaxed"
Breathe,0,0.722,0.0363,0.0234,0.000157,0.143,0.686,125.985,-4.106879999999999,2,-0.35027645978083766,-0.26413709134505764,"Upbeat, Less Popular, Positive"
Papercuts (feat. Vera Blue),52,0.369,0.249,0.161,0.0,0.257,0.467,191.863,-3.895872,1,0.13297132234465803,0.11012080535977395,"Popular, Moderate Dance, Positive Vibes"
If Only,0,0.544,0.0684,0.00307,0.0,0.0968,0.738,105.975,-2.632905,2,-0.35477599565060997,-0.2477308444602067,"Upbeat, Less Popular, Positive"
Suspicion,47,0.595,0.0356,0.678,0.291,0.13,0.884,137.757,-6.44157,3,0.05404835896956761,0.11991690685426534,"Acoustic, Neutral, Relaxed"
"Gonna Fly Now - Theme From ""Rocky""",66,0.434,0.0351,0.462,0.773,0.05,0.453,95.637,-4.612136,3,0.23383040744679173,0.33633150531288847,"Acoustic, Neutral, Relaxed"
Capsize,69,0.683,0.0305,0.0398,0.155,0.686,0.355,92.991,-4.420751999999999,1,0.3168350334485577,0.046491154377446386,"Popular, Moderate Dance, Positive Vibes"
Easy On Me,85,0.604,0.0282,0.578,0.0,0.133,0.13,141.981,-2.751954,3,0.42432887938707575,0.6187641468052081,"Acoustic, Neutral, Relaxed"
I Never Loved You Anyway,45,0.551,0.0303,0.0813,0.0,0.711,0.38,96.938,-4.41396,1,0.06550659220040728,0.0715880171636018,"Popular, Moderate Dance, Positive Vibes"
19th Nervous Breakdown - Remastered 2002,0,0.477,0.0431,0.0437,0.0165,0.245,0.833,96.522,-7.0577000000000005,2,-0.36308141380917697,-0.2913367518381292,"Upbeat, Less Popular, Positive"
Message to My Girl,50,0.601,0.0279,0.0466,8.39e-05,0.0564,0.609,104.542,-4.438384,1,0.1449404931677788,-0.10082155976377488,"Popular, Moderate Dance, Positive Vibes"
Supersoaker,65,0.436,0.0384,0.00319,0.000473,0.114,0.71,138.743,-3.872466,1,0.2945738002490844,-0.13721326417854013,"Popular, Moderate Dance, Positive Vibes"
Should've Known Better,54,0.548,0.0402,0.0751,0.00051,0.0463,0.682,169.119,-9.194944,1,0.18181873952650474,-0.15395563206828083,"Popular, Moderate Dance, Positive Vibes"
Like an Animal,40,0.71,0.0305,0.0341,0.000105,0.0897,0.38,119.994,-4.670512,0,0.0411888017707559,-0.007035849008262485,"Mid-tempo, Less Popular, Melancholic"
3,52,0.701,0.0475,0.0518,0.0,0.199,0.761,134.962,-1.4025599999999998,1,0.17442485022120535,-0.2150172664983549,"Popular, Moderate Dance, Positive Vibes"
This Is Your Night,0,0.674,0.0325,0.0714,0.000104,0.121,0.861,127.99,-2.9618960000000003,2,-0.3502226317238947,-0.3251558852381155,"Upbeat, Less Popular, Positive"
Who You Are,42,0.427,0.0905,0.0301,0.211,0.109,0.623,176.563,-7.629804,1,0.05096430259124535,-0.12441329326089018,"Popular, Moderate Dance, Positive Vibes"
Wonder,74,0.333,0.0581,0.131,1.8e-05,0.149,0.132,139.898,-3.123848,1,0.3426266160680769,0.37422526605330075,"Popular, Moderate Dance, Positive Vibes"
Move Your Body,0,0.745,0.0287,0.0814,0.32,0.533,0.96,129.962,-9.258112,2,-0.3583718697286615,-0.459848527294381,"Upbeat, Less Popular, Positive"
Poison,76,0.28,0.109,0.0327,8.85e-06,0.18,0.26,118.698,-5.002172000000001,1,0.3749862024969228,0.22938097121691992,"Popular, Moderate Dance, Positive Vibes"
Barbie Girl,0,0.81,0.0367,0.0167,0.281,0.35,0.961,129.996,-5.499868,2,-0.3429497305730894,-0.4955922354199575,"Upbeat, Less Popular, Positive"
Give It To Me - Radio Edit,0,0.975,0.0699,0.152,0.0272,0.0899,0.845,110.613,-3.672088,2,-0.3408411834048084,-0.3499879768913207,"Upbeat, Less Popular, Positive"
Can't Stop This Thing We Started,0,0.534,0.0417,0.0202,0.0,0.481,0.519,113.029,-5.046096,0,-0.3745082909967649,-0.1117225670895382,"Mid-tempo, Less Popular, Melancholic"
Riverside,0,0.804,0.0453,0.000311,0.876,0.133,0.203,126.008,-2.401466,0,-0.379502855662596,0.005947842147550064,"Mid-tempo, Less Popular, Melancholic"
Into You,0,0.636,0.106,0.0161,1.12e-06,0.151,0.358,107.988,-4.254404,0,-0.3671169497710425,-0.028997643484411806,"Mid-tempo, Less Popular, Melancholic"
Give It Up,48,0.698,0.0361,0.00327,0.00222,0.0665,0.76,119.965,-7.82644,1,0.14029604602166468,-0.28611072773686813,"Popular, Moderate Dance, Positive Vibes"
You Keep Me Hangin' On,61,0.682,0.0381,0.284,0.0,0.0783,0.845,127.647,-4.286448,1,0.24625719105982302,-0.10992524193022035,"Popular, Moderate Dance, Positive Vibes"
Sing Hallelujah!,0,0.759,0.0367,0.00136,0.0167,0.131,0.94,124.713,-5.974296,2,-0.3357580254181399,-0.4692553963086679,"Upbeat, Less Popular, Positive"
Lonely,0,0.634,0.0333,0.339,0.0,0.257,0.623,90.086,-4.145406,2,-0.3921161406963756,0.024004544053701837,"Upbeat, Less Popular, Positive"
Never Ending Story,56,0.579,0.0281,0.22,0.00116,0.22,0.77,122.422,-6.093164000000001,1,0.18983018923037354,-0.09270987122692237,"Popular, Moderate Dance, Positive Vibes"
I'm Sorry,23,0.568,0.0289,0.923,0.0146,0.139,0.338,103.901,-2.313018,3,-0.23190286131444435,0.6676690694995695,"Acoustic, Neutral, Relaxed"
Opposite of Adults,44,0.676,0.148,0.0139,0.0,0.329,0.617,95.987,-4.874387,1,0.08851512318183508,-0.16990751608680393,"Popular, Moderate Dance, Positive Vibes"
Copperhead Road,56,0.391,0.0406,0.0209,0.000102,0.057,0.693,156.096,-9.127533,1,0.1987243838275764,-0.1473767328424711,"Popular, Moderate Dance, Positive Vibes"
Burnin' for You,0,0.532,0.0328,0.137,0.0236,0.0857,0.693,134.223,-5.949495,2,-0.37225718403821034,-0.148547506579279,"Upbeat, Less Popular, Positive"
I Want to Know What Love Is - 1999 Remaster,84,0.477,0.0277,0.193,1.76e-06,0.131,0.423,81.204,-4.726956,1,0.4579742890210673,0.1983129083012466,"Popular, Moderate Dance, Positive Vibes"
Waterfalls,78,0.769,0.0829,0.311,7.49e-05,0.0777,0.757,171.804,-3.709225,1,0.41754808691798895,-0.04734477600167203,"Popular, Moderate Dance, Positive Vibes"
Science Fiction,23,0.639,0.0259,0.0111,0.0,0.0843,0.913,128.746,-6.411815999999999,2,-0.1110291665177191,-0.3854609857109825,"Upbeat, Less Popular, Positive"
Can't Say No,42,0.817,0.11,0.245,0.0,0.07,0.551,93.997,-3.1046400000000003,1,0.055228071007089874,0.00716989018719022,"Popular, Moderate Dance, Positive Vibes"
Angels,28,0.531,0.041,0.527,0.000109,0.0792,0.245,167.642,-5.42892,3,-0.14625764169279948,0.44217927766305226,"Acoustic, Neutral, Relaxed"
Changa,0,0.658,0.0698,0.0264,0.0315,0.252,0.463,118.04,-1.952484,0,-0.36545495403009076,-0.08562294021166711,"Mid-tempo, Less Popular, Melancholic"
Smile Like You Mean It,0,0.37,0.156,0.00037,0.0101,0.163,0.395,125.006,-2.577087,0,-0.37912062181732875,0.017267561236396334,"Mid-tempo, Less Popular, Melancholic"
This Ain't a Love Song - Radio Edit,0,0.465,0.0449,0.000537,0.0,0.0929,0.573,176.742,-3.097188,0,-0.36663561785792226,-0.13416086748773004,"Mid-tempo, Less Popular, Melancholic"
Because,26,0.592,0.0271,0.273,0.0,0.21,0.322,132.03,-3.738372000000001,0,-0.13640544422466866,0.2142183588903505,"Mid-tempo, Less Popular, Melancholic"
Fergalicious,62,0.906,0.316,0.0576,0.0,0.128,0.831,129.055,-4.50848,1,0.2948077376819668,-0.3372308796309375,"Popular, Moderate Dance, Positive Vibes"
Candle In The Wind,0,0.6,0.0291,0.172,5.91e-06,0.264,0.588,124.43,-5.457348,2,-0.37917958133221535,-0.07272932171118995,"Upbeat, Less Popular, Positive"
Keep Me Crazy,29,0.683,0.0553,0.0222,0.0,0.179,0.697,143.95,-5.578115,2,-0.05917030232126108,-0.2427218541133917,"Upbeat, Less Popular, Positive"
Bang-Shang-a-Lang,35,0.623,0.0485,0.00449,0.0,0.0295,0.883,113.904,-4.125914,2,0.010748737668814679,-0.3342721462485457,"Upbeat, Less Popular, Positive"
One of Us Has Changed,7,0.548,0.104,0.157,0.0,0.162,0.458,96.116,-3.619296,0,-0.3116674372194173,0.041456025877306624,"Mid-tempo, Less Popular, Melancholic"
So Good - International Version,44,0.575,0.0332,0.0303,0.0,0.104,0.316,130.008,-3.118347,0,0.0714563858713097,0.08381414496766432,"Mid-tempo, Less Popular, Melancholic"
Worth It (feat. Kid Ink),77,0.884,0.0882,0.063,7.04e-06,0.118,0.594,99.987,-2.956725,1,0.43235642162883325,-0.12528016737493275,"Popular, Moderate Dance, Positive Vibes"
Sky Pilot,42,0.405,0.0506,0.0899,0.000696,0.136,0.394,111.322,-6.115025,0,0.03775172060353399,0.1034553931406503,"Mid-tempo, Less Popular, Melancholic"
Wonderful Life - Radio Edit,0,0.694,0.0557,0.187,0.000304,0.273,0.516,120.042,-7.062336000000001,0,-0.37816427732370933,-0.05334404235923479,"Mid-tempo, Less Popular, Melancholic"
Here It Goes Again,69,0.537,0.0403,0.000342,9.06e-05,0.12,0.81,145.729,-2.0338920000000003,1,0.3454840984078016,-0.21979199182588033,"Popular, Moderate Dance, Positive Vibes"
Cherish - remastered,37,0.502,0.0269,0.666,0.0,0.121,0.33,97.966,-3.710979000000001,3,-0.06785981368308908,0.5254348110607642,"Acoustic, Neutral, Relaxed"
Skin Deep,14,0.622,0.029,0.23,0.673,0.135,0.776,128.21,-7.855335,2,-0.2452070213985477,-0.17590284776643655,"Upbeat, Less Popular, Positive"
Bad Habits,0,0.565,0.0378,0.295,0.0,0.147,0.776,164.981,-3.737018,2,-0.3835005728792275,-0.09802730075316152,"Upbeat, Less Popular, Positive"
Lose Somebody,68,0.58,0.0357,0.344,0.0,0.0755,0.507,147.988,-4.033437999999999,1,0.29111872715615306,0.18910134704498138,"Popular, Moderate Dance, Positive Vibes"
Dream On,23,0.307,0.029,0.388,9.08e-05,0.332,0.224,160.9,-4.354681,0,-0.20175345609163572,0.42446943809423265,"Mid-tempo, Less Popular, Melancholic"
Humpin' Around - Radio Edit,26,0.741,0.0481,0.0143,0.00675,0.0483,0.685,110.089,-2.505074,2,-0.08287099433926581,-0.2309401145798799,"Upbeat, Less Popular, Positive"
Here Comes the Hotstepper,56,0.852,0.114,0.0328,0.000248,0.229,0.483,100.369,-3.986688000000001,1,0.21442918887127627,-0.09762801621809797,"Popular, Moderate Dance, Positive Vibes"
Listen to the Music,81,0.645,0.0335,0.221,3.53e-06,0.0721,0.913,105.929,-7.881639999999999,1,0.45542327963679985,-0.18239094584176646,"Popular, Moderate Dance, Positive Vibes"
Smooth (feat. Rob Thomas),54,0.612,0.0316,0.159,4.34e-05,0.103,0.96,115.953,-3.582348,1,0.1882860145980736,-0.25198634974603645,"Popular, Moderate Dance, Positive Vibes"
Confide in Me - Radio Mix,23,0.571,0.0408,0.0349,0.0337,0.0777,0.542,102.857,-5.03371,0,-0.13264773059068674,-0.09201860357994879,"Mid-tempo, Less Popular, Melancholic"
I'm A Boy - Mono Version,14,0.468,0.037,0.0163,0.0124,0.0657,0.501,131.895,-5.22912,0,-0.22915339939705534,-0.06442826698914467,"Mid-tempo, Less Popular, Melancholic"
Don't Matter,3,0.801,0.0371,0.225,0.0,0.226,0.34,125.139,-2.73989,0,-0.3514117704616018,0.08950603870816254,"Mid-tempo, Less Popular, Melancholic"
"Please Help Me, I'm Falling",47,0.552,0.0311,0.828,0.0,0.324,0.553,105.479,-3.599232,3,0.025016491930797802,0.4810283141667856,"Acoustic, Neutral, Relaxed"
I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,73,0.509,0.0374,0.332,6.67e-05,0.316,0.638,127.946,-2.9877800000000003,1,0.33966789983323076,0.12702210616645784,"Popular, Moderate Dance, Positive Vibes"
"Say You, Say Me",0,0.636,0.0287,0.355,0.0,0.081,0.257,128.068,-4.500765,0,-0.4054877177506306,0.26906571375181726,"Mid-tempo, Less Popular, Melancholic"
Gangsta,0,0.743,0.0706,0.00262,0.0489,0.227,0.694,111.168,-7.159277999999999,2,-0.3490708003230477,-0.31074935346089966,"Upbeat, Less Popular, Positive"
Heartaches By The Number,15,0.518,0.0479,0.526,3e-06,0.0853,0.736,171.496,-7.374784,2,-0.2586200624367274,0.09303803267495814,"Upbeat, Less Popular, Positive"
HUMBLE.,88,0.908,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,-4.122198,1,0.5445527314100528,-0.06682746178105814,"Popular, Moderate Dance, Positive Vibes"
Standing In the Way of Control,0,0.697,0.029,0.00694,0.0621,0.203,0.943,118.341,-5.673906000000001,2,-0.3421752199594401,-0.44810644295424434,"Upbeat, Less Popular, Positive"
Proud,49,0.636,0.0414,0.238,0.0,0.0649,0.49,103.005,-5.792164,1,0.1124199477209068,0.08792489028185252,"Popular, Moderate Dance, Positive Vibes"
French Kissin In The U.S.A.,0,0.63,0.0306,0.281,2.78e-05,0.0713,0.769,97.374,-7.5276,2,-0.37729812043516475,-0.13017248390198743,"Upbeat, Less Popular, Positive"
In the End,89,0.556,0.0584,0.00958,0.0,0.209,0.4,105.143,-5.07168,1,0.5295542004345997,0.06037676803172165,"Popular, Moderate Dance, Positive Vibes"
Delicate,0,0.75,0.0682,0.216,0.000357,0.0911,0.0499,95.045,-4.111912,0,-0.39265794231546436,0.2844394248441668,"Mid-tempo, Less Popular, Melancholic"
Cum on Feel the Noize,67,0.441,0.115,0.000183,0.00328,0.0612,0.632,145.439,-4.201316,1,0.31422748591558325,-0.09371245143860835,"Popular, Moderate Dance, Positive Vibes"
Given to Fly,63,0.317,0.0282,0.000294,0.099,0.0996,0.341,101.173,-5.406064,1,0.25072790600008055,0.13308015002649745,"Popular, Moderate Dance, Positive Vibes"
I Love It,0,0.683,0.0714,0.00486,0.0,0.334,0.511,90.998,-5.3853,0,-0.36114509070084233,-0.15659083898486076,"Mid-tempo, Less Popular, Melancholic"
Sonnet,0,0.425,0.0254,0.173,0.00015,0.209,0.319,88.04,-5.65506,0,-0.3993430816220067,0.16380017949083053,"Mid-tempo, Less Popular, Melancholic"
I Send A Message,44,0.816,0.0644,0.0788,0.532,0.0745,0.666,136.439,-3.474212,1,0.08559947163482484,-0.20029911205665868,"Popular, Moderate Dance, Positive Vibes"
Anti-Hero,95,0.637,0.0519,0.13,1.8e-06,0.142,0.533,97.008,-4.225153,1,0.589680817777121,0.04710357620965916,"Popular, Moderate Dance, Positive Vibes"
I'm So Excited,68,0.685,0.0348,0.104,0.000119,0.147,0.692,92.305,-5.573568,1,0.3278508328685472,-0.1270543503608697,"Popular, Moderate Dance, Positive Vibes"
Good Girls Go Bad (feat. Leighton Meester),69,0.594,0.0815,0.0116,0.0,0.549,0.628,119.964,-3.247784,1,0.33221142444931084,-0.12166263504938418,"Popular, Moderate Dance, Positive Vibes"
Bring Me Some Water,0,0.663,0.0366,0.0147,0.0,0.1,0.717,125.818,-3.946796,2,-0.3506781412232777,-0.2714719233394995,"Upbeat, Less Popular, Positive"
Help,27,0.432,0.0337,0.492,0.0,0.111,0.165,117.272,-4.045408,3,-0.16217216507698773,0.5178311095075413,"Acoustic, Neutral, Relaxed"
Those Kinda Nights (feat. Ed Sheeran),34,0.813,0.337,0.0269,0.0,0.0864,0.39,103.827,-4.024839,0,-0.007732009558558739,-0.06433052638482589,"Mid-tempo, Less Popular, Melancholic"
Bohemian Rhapsody - Remastered 2011,1,0.414,0.0499,0.271,0.0,0.3,0.224,71.105,-4.010912,0,-0.40484726231419815,0.30876153836578973,"Mid-tempo, Less Popular, Melancholic"
(Just Like) Starting Over - Remastered 2010,62,0.701,0.0725,0.301,6.06e-05,0.179,0.421,99.104,-4.8664000000000005,1,0.2369004016633509,0.175241062745454,"Popular, Moderate Dance, Positive Vibes"
Death,31,0.454,0.0343,0.000451,0.0188,0.076,0.228,135.087,-4.699968,0,-0.0678249449426967,0.1306667603119542,"Mid-tempo, Less Popular, Melancholic"
Smiley,18,0.129,0.0453,0.271,5.17e-05,0.163,0.309,82.141,-5.509426,0,-0.24351324586710124,0.34601709431291233,"Mid-tempo, Less Popular, Melancholic"
Kiss Me,71,0.589,0.0498,0.64,0.00469,0.0248,0.182,74.993,-3.78409,3,0.28020627728450975,0.6235305149098218,"Acoustic, Neutral, Relaxed"
I Want You Back,67,0.667,0.0326,0.441,0.0023,0.215,0.947,98.264,-4.190616,1,0.2917217596631898,-0.05425471760778522,"Popular, Moderate Dance, Positive Vibes"
Instant Crush (feat. Julian Casablancas),79,0.775,0.0271,0.0422,0.619,0.077,0.518,109.942,-5.566859999999999,1,0.43269981794020684,-0.08375862007375628,"Popular, Moderate Dance, Positive Vibes"
Pick You Up,23,0.569,0.0272,0.00109,0.0134,0.139,0.449,109.484,-4.460305,0,-0.13414394984010514,-0.05097476146619101,"Mid-tempo, Less Popular, Melancholic"
WAP (feat. Megan Thee Stallion),49,0.934,0.41,0.0272,0.0,0.0889,0.359,133.026,-3.340663,1,0.15079363860416306,-0.06751634853694893,"Popular, Moderate Dance, Positive Vibes"
When I Fall in Love,0,0.196,0.0344,0.76,0.0122,0.0977,0.142,74.448,-2.499606,3,-0.476886313424844,0.7729458219752267,"Acoustic, Neutral, Relaxed"
Good Night,46,0.637,0.0384,0.00279,0.0,0.0458,0.901,117.978,-2.982981,1,0.12348467944853714,-0.3321342095271122,"Popular, Moderate Dance, Positive Vibes"
Love Again,65,0.659,0.0339,0.00173,2.85e-05,0.1,0.468,115.982,-3.1135560000000004,1,0.2982456323239253,-0.03341015977001349,"Popular, Moderate Dance, Positive Vibes"
Tennis Court,0,0.762,0.0594,0.0144,0.000242,0.236,0.414,90.003,-4.764864,0,-0.35962226049793894,-0.10237524137588261,"Mid-tempo, Less Popular, Melancholic"
All of You (feat. Diana Ross),44,0.476,0.0289,0.35,0.0,0.406,0.518,85.913,-5.000066,3,0.035483706882792565,0.1895903132524638,"Acoustic, Neutral, Relaxed"
Somethin' 4 Da Honeyz,0,0.723,0.0885,0.0149,0.0,0.157,0.744,93.168,-5.988928,2,-0.3465647055270051,-0.316753581845263,"Upbeat, Less Popular, Positive"
Find U Again (feat. Camila Cabello),58,0.605,0.0316,0.00548,3e-06,0.204,0.164,103.997,-4.755568,1,0.20909687655661469,0.16736178049344336,"Popular, Moderate Dance, Positive Vibes"
Hold On,36,0.514,0.0325,0.38,0.473,0.12,0.275,122.99,-4.604275,3,-0.059919002204815164,0.33983816305407527,"Acoustic, Neutral, Relaxed"
Losing My Religion,1,0.672,0.0285,0.0767,0.0,0.135,0.82,125.437,-5.039272,2,-0.3430389508567092,-0.30561638478449,"Upbeat, Less Popular, Positive"
Tightrope,54,0.821,0.0515,0.329,3.3e-06,0.264,0.43,116.0,-3.682424,1,0.15852880895529287,0.14795925466375737,"Popular, Moderate Dance, Positive Vibes"
Hungry Eyes,0,0.703,0.0254,0.0215,0.0,0.0953,0.689,110.52,-6.252081,2,-0.3504738366565281,-0.2708758890079503,"Upbeat, Less Popular, Positive"
Feel This Moment (feat. Christina Aguilera),39,0.668,0.156,0.0334,0.0,0.204,0.539,135.955,-2.724051,1,0.03492407618416499,-0.1011171145101109,"Popular, Moderate Dance, Positive Vibes"
"Risk It - Original Song from the TV Series ""The Secret Daughter""",19,0.677,0.0922,0.00874,2.35e-06,0.0404,0.822,96.543,-2.920128,2,-0.1503241382789411,-0.3163147454616529,"Upbeat, Less Popular, Positive"
People Everyday - Metamorphosis Mix,0,0.842,0.225,0.00848,1.02e-06,0.55,0.706,91.118,-7.056706,2,-0.346529029896928,-0.35215047283090456,"Upbeat, Less Popular, Positive"
If You Could Only See,0,0.443,0.0409,0.00217,0.0,0.217,0.56,95.149,-4.756345,0,-0.37091793061942274,-0.11382479717345595,"Mid-tempo, Less Popular, Melancholic"
What Have You Done For Me Lately,0,0.841,0.0686,0.0151,0.0127,0.0579,0.823,114.039,-5.009072,2,-0.334989553036202,-0.3983851091995971,"Upbeat, Less Popular, Positive"
Waiting For Love,5,0.577,0.0501,0.298,0.0,0.142,0.581,128.081,-2.83803,0,-0.3399062736041328,0.04769001906988429,"Mid-tempo, Less Popular, Melancholic"
C'mon N' Ride It (The Train),55,0.843,0.0914,0.0913,0.0,0.408,0.923,135.988,-4.730747,1,0.2117542432873324,-0.3606673799974392,"Popular, Moderate Dance, Positive Vibes"
3,64,0.697,0.0455,0.0452,0.0,0.138,0.787,134.91,-1.359153,1,0.29859119222884367,-0.22024346098338826,"Popular, Moderate Dance, Positive Vibes"
Shake It Up,53,0.692,0.0329,0.0723,8.83e-05,0.136,0.864,147.274,-5.52484,1,0.1866013545998877,-0.29211948162407403,"Popular, Moderate Dance, Positive Vibes"
Half Mast,48,0.771,0.0303,0.00423,0.00419,0.501,0.761,126.983,-3.60144,1,0.13624511770735948,-0.28992650572596707,"Popular, Moderate Dance, Positive Vibes"
Crazy,81,0.855,0.0336,0.0505,0.00714,0.105,0.64,111.97,-2.693743,1,0.4736133598415694,-0.14893011026660435,"Popular, Moderate Dance, Positive Vibes"
For You (Fifty Shades Freed) (& Rita Ora),64,0.541,0.0331,0.0167,0.0,0.157,0.2,113.0,-3.634366,1,0.2674951444320892,0.18289433975707606,"Popular, Moderate Dance, Positive Vibes"
What Makes You Beautiful,88,0.726,0.0737,0.009,0.0,0.0596,0.888,124.99,-1.9627780000000004,1,0.5529875559363615,-0.29444425259323564,"Popular, Moderate Dance, Positive Vibes"
Happy Up Here,49,0.676,0.133,0.0102,0.186,0.255,0.685,103.538,-3.373819,1,0.14009470642540656,-0.20537237222732846,"Popular, Moderate Dance, Positive Vibes"
Mary Jane's Last Dance,0,0.402,0.14,0.0383,1.19e-06,0.266,0.516,170.02,-4.032556,0,-0.37865605623818444,-0.06553421734019749,"Mid-tempo, Less Popular, Melancholic"
Dying For You,3,0.522,0.0775,0.000309,0.00243,0.345,0.402,137.979,-3.279927,0,-0.3443596356462755,-0.03453656243237574,"Mid-tempo, Less Popular, Melancholic"
I'll Never Fall In Love Again,34,0.601,0.0287,0.276,0.000127,0.12,0.58,114.948,-5.6814,1,-0.0429467557761084,0.04548823222412002,"Popular, Moderate Dance, Positive Vibes"
"Ob-La-Di, Ob-La-Da - Remastered 2009",74,0.818,0.0314,0.232,0.0642,0.251,0.975,113.059,-6.064968,1,0.3914599552727035,-0.2686758933753853,"Popular, Moderate Dance, Positive Vibes"
Sunshine on a Rainy Day,48,0.618,0.0328,0.0548,3.11e-05,0.151,0.52,96.994,-5.946702000000001,1,0.11922341147747939,-0.05396316421757108,"Popular, Moderate Dance, Positive Vibes"
The Last Waltz,61,0.406,0.0299,0.718,1.71e-06,0.196,0.42,109.099,-4.991238,3,0.166214072107564,0.5447911062100074,"Acoustic, Neutral, Relaxed"
Rapunzel,3,0.737,0.0651,0.0359,0.0,0.0438,0.847,120.038,-3.19877,2,-0.3111302777886885,-0.35522017439619286,"Upbeat, Less Popular, Positive"
Life's Been Good,71,0.505,0.0711,0.25,0.00915,0.113,0.542,99.31,-6.138972,1,0.327648399860507,0.12084641665059048,"Popular, Moderate Dance, Positive Vibes"
Life Goes On,27,0.558,0.106,0.174,0.0,0.553,0.85,191.964,-3.881411,2,-0.10257972554517819,-0.2148903918352844,"Upbeat, Less Popular, Positive"
Higher,55,0.737,0.0483,0.281,0.0151,0.11,0.621,111.99,-6.105963000000001,1,0.17889321347226916,0.0029568131001327935,"Popular, Moderate Dance, Positive Vibes"
"Hungry Eyes - From ""Dirty Dancing"" Soundtrack",78,0.712,0.0254,0.011,0.0,0.118,0.552,109.882,-5.206716,1,0.4347183306596568,-0.09507043467393211,"Popular, Moderate Dance, Positive Vibes"
I Do,35,0.503,0.0467,0.119,0.0,0.152,0.706,176.028,-4.453596,2,-0.018004439224859725,-0.12178166650679112,"Upbeat, Less Popular, Positive"
Ms. Jackson - Radio Mix,39,0.831,0.274,0.194,0.0,0.0886,0.678,95.039,-3.314616,1,0.038026773858001184,-0.1296995232748679,"Popular, Moderate Dance, Positive Vibes"
Kryptonite,0,0.547,0.0286,0.00494,3.48e-05,0.161,0.514,99.014,-4.43526,0,-0.36605689992912827,-0.1088612478823599,"Mid-tempo, Less Popular, Melancholic"
Feel Like Making Love,46,0.452,0.0321,0.153,1.45e-06,0.754,0.311,81.825,-4.72694,0,0.05895350974874869,0.19626154064713192,"Mid-tempo, Less Popular, Melancholic"
Faded,64,0.863,0.0488,0.00872,0.116,0.122,0.596,124.964,-3.417625,1,0.30201719483762124,-0.18110699740132835,"Popular, Moderate Dance, Positive Vibes"
The Power,66,0.74,0.0624,0.0434,0.00803,0.341,0.707,108.899,-6.769839999999999,1,0.3137001524545323,-0.21323860975003311,"Popular, Moderate Dance, Positive Vibes"
Unbelievable,69,0.636,0.0362,0.000339,0.0402,0.141,0.934,104.073,-5.812192,1,0.3548321700598215,-0.3468951287127267,"Popular, Moderate Dance, Positive Vibes"
Amnesia,55,0.594,0.0303,0.0343,0.0,0.162,0.101,101.671,-2.61422,1,0.17369418678554804,0.24347396726987686,"Popular, Moderate Dance, Positive Vibes"
Some Like It Hot - 2005 Remaster,54,0.732,0.0488,0.0816,2.05e-05,0.0783,0.654,125.487,-7.461015000000001,1,0.19072516887378277,-0.16541230182810646,"Popular, Moderate Dance, Positive Vibes"
Sly,42,0.558,0.0523,0.00746,1.39e-05,0.169,0.826,169.07,-4.6154340000000005,1,0.07206370371220189,-0.28538605153700264,"Popular, Moderate Dance, Positive Vibes"
Fight Song,80,0.564,0.129,0.0549,0.0,0.155,0.33,175.924,-3.560718,1,0.43334713749613074,0.11702206274407195,"Popular, Moderate Dance, Positive Vibes"
Bad Blood,0,0.654,0.106,0.0294,0.0,0.139,0.221,170.16,-4.83914,0,-0.3732341774705374,0.04863803115051796,"Mid-tempo, Less Popular, Melancholic"
